ID                                    0x165d
Delivery_person_ID             SURRES03DEL03
Delivery_person_Age                26.000000
Delivery_person_Ratings             4.900000
Restaurant_latitude                21.186884
Restaurant_longitude               72.793616
Delivery_location_latitude         21.246884
Delivery_location_longitude        72.853616
Order_Date                        26-03-2022
Time_Orderd                            22:40
Time_Order_picked                      22:55
Weather conditions                     Sunny
Road_traffic_density                     Low
Vehicle_condition                          2
Type_of_order                         Buffet
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   17.000000
Name: 34445, dtype: object
