ID                                       0x832e
Delivery_person_ID                VADRES11DEL03
Delivery_person_Age                   38.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   22.308096
Restaurant_longitude                  73.167753
Delivery_location_latitude            22.368096
Delivery_location_longitude           73.227753
Order_Date                           30-03-2022
Time_Orderd                               17:20
Time_Order_picked                         17:30
Weather conditions                       Cloudy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      16.000000
Name: 6487, dtype: object
