ID                                       0x731d
Delivery_person_ID             RANCHIRES03DEL01
Delivery_person_Age                       25.00
Delivery_person_Ratings                    4.70
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.07
Delivery_location_longitude                0.07
Order_Date                           08-03-2022
Time_Orderd                               23:15
Time_Order_picked                         23:25
Weather conditions                        Windy
Road_traffic_density                        Low
Vehicle_condition                             0
Type_of_order                             Snack
Type_of_vehicle                      motorcycle
multiple_deliveries                        1.00
Festival                                     No
City                                      Urban
Time_taken (min)                          18.00
Name: 35598, dtype: object
