ID                                      0x31b8
Delivery_person_ID             COIMBRES08DEL02
Delivery_person_Age                  23.000000
Delivery_person_Ratings               4.800000
Restaurant_latitude                  11.001852
Restaurant_longitude                 76.976268
Delivery_location_latitude           11.051852
Delivery_location_longitude          77.026268
Order_Date                          24-03-2022
Time_Orderd                              18:55
Time_Order_picked                        19:10
Weather conditions                       Windy
Road_traffic_density                    Medium
Vehicle_condition                            0
Type_of_order                           Buffet
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     10.000000
Name: 24214, dtype: object
