ID                                     0x4b96
Delivery_person_ID             PUNERES07DEL01
Delivery_person_Age                 38.000000
Delivery_person_Ratings              4.600000
Restaurant_latitude                 18.546947
Restaurant_longitude                73.900626
Delivery_location_latitude          18.556947
Delivery_location_longitude         73.910626
Order_Date                         24-03-2022
Time_Orderd                             11:60
Time_Order_picked                       12:10
Weather conditions                     Cloudy
Road_traffic_density                     High
Vehicle_condition                           2
Type_of_order                            Meal
Type_of_vehicle                       scooter
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    33.000000
Name: 38668, dtype: object
