ID                                      0x92b9
Delivery_person_ID             COIMBRES07DEL01
Delivery_person_Age                  26.000000
Delivery_person_Ratings               4.000000
Restaurant_latitude                  10.961850
Restaurant_longitude                 76.971082
Delivery_location_latitude           10.971850
Delivery_location_longitude          76.981082
Order_Date                          28-03-2022
Time_Orderd                               9:55
Time_Order_picked                        10:10
Weather conditions                       Windy
Road_traffic_density                       Low
Vehicle_condition                            0
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     23.000000
Name: 38057, dtype: object
