ID                                      0x7d96
Delivery_person_ID             COIMBRES06DEL03
Delivery_person_Age                  26.000000
Delivery_person_Ratings               4.000000
Restaurant_latitude                  11.021278
Restaurant_longitude                 76.995017
Delivery_location_latitude           11.111278
Delivery_location_longitude          77.085017
Order_Date                          31-03-2022
Time_Orderd                              21:10
Time_Order_picked                        21:25
Weather conditions                  Sandstorms
Road_traffic_density                       Jam
Vehicle_condition                            0
Type_of_order                             Meal
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     36.000000
Name: 14677, dtype: object
