ID                                       0x341a
Delivery_person_ID             RANCHIRES07DEL03
Delivery_person_Age                   37.000000
Delivery_person_Ratings                5.000000
Restaurant_latitude                   23.359407
Restaurant_longitude                  85.325055
Delivery_location_latitude            23.389407
Delivery_location_longitude           85.355055
Order_Date                           07-03-2022
Time_Orderd                               19:55
Time_Order_picked                         19:60
Weather conditions                       Cloudy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      28.000000
Name: 4241, dtype: object
