ID                                       0x50d2
Delivery_person_ID               JAPRES010DEL03
Delivery_person_Age                   30.000000
Delivery_person_Ratings                4.500000
Restaurant_latitude                   26.921411
Restaurant_longitude                  75.793604
Delivery_location_latitude            27.061411
Delivery_location_longitude           75.933604
Order_Date                           16-03-2022
Time_Orderd                               22:35
Time_Order_picked                         22:45
Weather conditions                       Stormy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      26.000000
Name: 2552, dtype: object
