ID                                       0x706c
Delivery_person_ID             RANCHIRES03DEL01
Delivery_person_Age                       31.00
Delivery_person_Ratings                    4.10
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.04
Delivery_location_longitude                0.04
Order_Date                           07-03-2022
Time_Orderd                               15:50
Time_Order_picked                         15:60
Weather conditions                        Windy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                         scooter
multiple_deliveries                         NaN
Festival                                     No
City                              Metropolitian
Time_taken (min)                          31.00
Name: 26066, dtype: object
