ID                                       0x709e
Delivery_person_ID                JAPRES04DEL01
Delivery_person_Age                   38.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   26.902328
Restaurant_longitude                  75.794257
Delivery_location_latitude            26.942328
Delivery_location_longitude           75.834257
Order_Date                           05-03-2022
Time_Orderd                               14:45
Time_Order_picked                         14:55
Weather conditions                        Sunny
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      18.000000
Name: 23700, dtype: object
