ID                                     0x218d
Delivery_person_ID             PUNERES12DEL01
Delivery_person_Age                 22.000000
Delivery_person_Ratings              4.600000
Restaurant_latitude                 18.520016
Restaurant_longitude                73.830547
Delivery_location_latitude          18.530016
Delivery_location_longitude         73.840547
Order_Date                         28-03-2022
Time_Orderd                              9:20
Time_Order_picked                        9:30
Weather conditions                      Sunny
Road_traffic_density                      Low
Vehicle_condition                           0
Type_of_order                          Drinks
Type_of_vehicle                    motorcycle
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    16.000000
Name: 10738, dtype: object
