ID                                      0xd56
Delivery_person_ID             CHENRES02DEL01
Delivery_person_Age                       NaN
Delivery_person_Ratings                   NaN
Restaurant_latitude                 13.086438
Restaurant_longitude                80.220672
Delivery_location_latitude          13.126439
Delivery_location_longitude         80.260672
Order_Date                         05-03-2022
Time_Orderd                               NaN
Time_Order_picked                       15:05
Weather conditions                     Stormy
Road_traffic_density                     High
Vehicle_condition                           0
Type_of_order                            Meal
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    35.000000
Name: 13327, dtype: object
