ID                                     0x924c
Delivery_person_ID             CHENRES06DEL01
Delivery_person_Age                 35.000000
Delivery_person_Ratings              3.600000
Restaurant_latitude                 13.054347
Restaurant_longitude                80.257221
Delivery_location_latitude          13.164347
Delivery_location_longitude         80.367221
Order_Date                         27-03-2022
Time_Orderd                             17:40
Time_Order_picked                       17:55
Weather conditions                      Windy
Road_traffic_density                   Medium
Vehicle_condition                           2
Type_of_order                            Meal
Type_of_vehicle                       scooter
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    38.000000
Name: 18984, dtype: object
