ID                                       0x334e
Delivery_person_ID             COIMBRES010DEL03
Delivery_person_Age                   21.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   11.003008
Restaurant_longitude                  76.975440
Delivery_location_latitude            11.033008
Delivery_location_longitude           77.005440
Order_Date                           17-03-2022
Time_Orderd                               22:35
Time_Order_picked                         22:45
Weather conditions                       Cloudy
Road_traffic_density                        Low
Vehicle_condition                             0
Type_of_order                             Snack
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      20.000000
Name: 28369, dtype: object
