ID                                       0x944c
Delivery_person_ID               BANGRES04DEL02
Delivery_person_Age                   39.000000
Delivery_person_Ratings                4.200000
Restaurant_latitude                   12.980410
Restaurant_longitude                  77.640489
Delivery_location_latitude            13.110410
Delivery_location_longitude           77.770489
Order_Date                           31-03-2022
Time_Orderd                               17:30
Time_Order_picked                         17:35
Weather conditions                          Fog
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    2.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      44.000000
Name: 36003, dtype: object
