ID                                       0xa986
Delivery_person_ID                HYDRES03DEL02
Delivery_person_Age                   27.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   17.422819
Restaurant_longitude                  78.449578
Delivery_location_latitude            17.472819
Delivery_location_longitude           78.499578
Order_Date                           19-03-2022
Time_Orderd                               22:30
Time_Order_picked                         22:45
Weather conditions                   Sandstorms
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      19.000000
Name: 8005, dtype: object
