ID                                       0x943c
Delivery_person_ID                SURRES16DEL02
Delivery_person_Age                   35.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   21.160437
Restaurant_longitude                  72.774209
Delivery_location_latitude            21.240437
Delivery_location_longitude           72.854209
Order_Date                           20-03-2022
Time_Orderd                               17:35
Time_Order_picked                         17:50
Weather conditions                       Cloudy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      42.000000
Name: 38287, dtype: object
