ID                                    0xc848
Delivery_person_ID             BHPRES15DEL03
Delivery_person_Age                27.000000
Delivery_person_Ratings             4.300000
Restaurant_latitude                23.234249
Restaurant_longitude               77.434007
Delivery_location_latitude         23.264249
Delivery_location_longitude        77.464007
Order_Date                        17-02-2022
Time_Orderd                            21:45
Time_Order_picked                      21:50
Weather conditions                Sandstorms
Road_traffic_density                     Jam
Vehicle_condition                          0
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   35.000000
Name: 1334, dtype: object
