ID                                      0x9f8
Delivery_person_ID             PUNERES15DEL01
Delivery_person_Age                 26.000000
Delivery_person_Ratings              4.200000
Restaurant_latitude                 18.636215
Restaurant_longitude                73.751081
Delivery_location_latitude          18.676215
Delivery_location_longitude         73.791081
Order_Date                         03-04-2022
Time_Orderd                             13:45
Time_Order_picked                       13:50
Weather conditions                        Fog
Road_traffic_density                     High
Vehicle_condition                           2
Type_of_order                           Snack
Type_of_vehicle                       scooter
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    34.000000
Name: 37590, dtype: object
