ID                                      0xc928
Delivery_person_ID             AURGRES010DEL01
Delivery_person_Age                  20.000000
Delivery_person_Ratings               5.000000
Restaurant_latitude                  19.875337
Restaurant_longitude                 75.316722
Delivery_location_latitude           19.885337
Delivery_location_longitude          75.326722
Order_Date                          17-02-2022
Time_Orderd                              10:25
Time_Order_picked                        10:35
Weather conditions                       Sunny
Road_traffic_density                       Low
Vehicle_condition                            0
Type_of_order                           Buffet
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     14.000000
Name: 12087, dtype: object
