ID                                     0x70a3
Delivery_person_ID             INDORES16DEL02
Delivery_person_Age                 29.000000
Delivery_person_Ratings              4.900000
Restaurant_latitude                 22.744648
Restaurant_longitude                75.894377
Delivery_location_latitude          22.764648
Delivery_location_longitude         75.914377
Order_Date                         03-03-2022
Time_Orderd                              8:45
Time_Order_picked                        8:50
Weather conditions                     Cloudy
Road_traffic_density                      Low
Vehicle_condition                           2
Type_of_order                          Drinks
Type_of_vehicle                       scooter
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    19.000000
Name: 28123, dtype: object
