ID                                      0x74a3
Delivery_person_ID             COIMBRES06DEL01
Delivery_person_Age                  36.000000
Delivery_person_Ratings               4.000000
Restaurant_latitude                  11.021278
Restaurant_longitude                 76.995017
Delivery_location_latitude           11.061278
Delivery_location_longitude          77.035017
Order_Date                          03-04-2022
Time_Orderd                              12:10
Time_Order_picked                        12:15
Weather conditions                  Sandstorms
Road_traffic_density                      High
Vehicle_condition                            0
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   2.000000
Festival                                   Yes
City                             Metropolitian
Time_taken (min)                     49.000000
Name: 25930, dtype: object
