ID                                     0xdf91
Delivery_person_ID             LUDHRES19DEL02
Delivery_person_Age                 20.000000
Delivery_person_Ratings              4.400000
Restaurant_latitude                 30.902872
Restaurant_longitude                75.826808
Delivery_location_latitude          30.922872
Delivery_location_longitude         75.846808
Order_Date                         17-02-2022
Time_Orderd                              8:60
Time_Order_picked                        9:15
Weather conditions                     Stormy
Road_traffic_density                      Low
Vehicle_condition                           0
Type_of_order                          Drinks
Type_of_vehicle                    motorcycle
multiple_deliveries                       NaN
Festival                                   No
City                            Metropolitian
Time_taken (min)                    27.000000
Name: 26889, dtype: object
