ID                                     0x66a0
Delivery_person_ID             BANGRES05DEL01
Delivery_person_Age                 30.000000
Delivery_person_Ratings              4.600000
Restaurant_latitude                 12.970324
Restaurant_longitude                77.645748
Delivery_location_latitude          13.010324
Delivery_location_longitude         77.685748
Order_Date                         05-04-2022
Time_Orderd                             13:30
Time_Order_picked                       13:35
Weather conditions                        Fog
Road_traffic_density                     High
Vehicle_condition                           0
Type_of_order                          Drinks
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    31.000000
Name: 4703, dtype: object
