ID                                    0xcd32
Delivery_person_ID             ALHRES16DEL01
Delivery_person_Age                35.000000
Delivery_person_Ratings             4.900000
Restaurant_latitude                25.450377
Restaurant_longitude               81.834236
Delivery_location_latitude         25.490377
Delivery_location_longitude        81.874236
Order_Date                        13-02-2022
Time_Orderd                            16:25
Time_Order_picked                      16:40
Weather conditions                    Cloudy
Road_traffic_density                  Medium
Vehicle_condition                          2
Type_of_order                         Drinks
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   17.000000
Name: 33601, dtype: object
