ID                                     0x940c
Delivery_person_ID             INDORES06DEL01
Delivery_person_Age                 31.000000
Delivery_person_Ratings              4.700000
Restaurant_latitude                 22.728163
Restaurant_longitude                75.884212
Delivery_location_latitude          22.768163
Delivery_location_longitude         75.924212
Order_Date                         01-03-2022
Time_Orderd                             16:15
Time_Order_picked                       16:30
Weather conditions                 Sandstorms
Road_traffic_density                   Medium
Vehicle_condition                           1
Type_of_order                            Meal
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    28.000000
Name: 24623, dtype: object
