ID                                       0x4e78
Delivery_person_ID              COIMBRES15DEL01
Delivery_person_Age                   28.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   11.006686
Restaurant_longitude                  76.951736
Delivery_location_latitude            11.046686
Delivery_location_longitude           76.991736
Order_Date                           07-03-2022
Time_Orderd                               14:60
Time_Order_picked                         15:10
Weather conditions                       Cloudy
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      26.000000
Name: 23520, dtype: object
