ID                                       0x8d39
Delivery_person_ID                VADRES14DEL03
Delivery_person_Age                   25.000000
Delivery_person_Ratings                4.100000
Restaurant_latitude                   22.311603
Restaurant_longitude                  73.165012
Delivery_location_latitude            22.401603
Delivery_location_longitude           73.255012
Order_Date                           31-03-2022
Time_Orderd                               19:50
Time_Order_picked                         19:55
Weather conditions                       Cloudy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      31.000000
Name: 45288, dtype: object
