ID                                       0x489a
Delivery_person_ID                VADRES16DEL02
Delivery_person_Age                       36.00
Delivery_person_Ratings                    4.10
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.05
Delivery_location_longitude                0.05
Order_Date                           13-03-2022
Time_Orderd                               19:25
Time_Order_picked                         19:35
Weather conditions                   Sandstorms
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                        1.00
Festival                                     No
City                                        NaN
Time_taken (min)                          31.00
Name: 44293, dtype: object
