ID                                    0xbf14
Delivery_person_ID             KOLRES04DEL01
Delivery_person_Age                      NaN
Delivery_person_Ratings                  NaN
Restaurant_latitude                22.538731
Restaurant_longitude               88.364878
Delivery_location_latitude         22.648731
Delivery_location_longitude        88.474878
Order_Date                        12-02-2022
Time_Orderd                              NaN
Time_Order_picked                      23:45
Weather conditions                       NaN
Road_traffic_density                     NaN
Vehicle_condition                          3
Type_of_order                         Drinks
Type_of_vehicle                      scooter
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   15.000000
Name: 17848, dtype: object
