ID                                       0x5f59
Delivery_person_ID                MYSRES19DEL02
Delivery_person_Age                   29.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   12.334022
Restaurant_longitude                  76.618203
Delivery_location_latitude            12.384022
Delivery_location_longitude           76.668203
Order_Date                           05-04-2022
Time_Orderd                               22:25
Time_Order_picked                         22:30
Weather conditions                       Stormy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      12.000000
Name: 12251, dtype: object
