ID                                     0x453c
Delivery_person_ID             PUNERES19DEL01
Delivery_person_Age                 35.000000
Delivery_person_Ratings              3.500000
Restaurant_latitude                 18.563934
Restaurant_longitude                73.915367
Delivery_location_latitude          18.673935
Delivery_location_longitude         74.025367
Order_Date                         12-03-2022
Time_Orderd                             20:25
Time_Order_picked                       20:40
Weather conditions                      Windy
Road_traffic_density                      Jam
Vehicle_condition                           2
Type_of_order                          Drinks
Type_of_vehicle                    motorcycle
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    31.000000
Name: 41739, dtype: object
