ID                                       0x905b
Delivery_person_ID               BANGRES15DEL01
Delivery_person_Age                   32.000000
Delivery_person_Ratings                3.700000
Restaurant_latitude                   12.975377
Restaurant_longitude                  77.696664
Delivery_location_latitude            13.045377
Delivery_location_longitude           77.766664
Order_Date                           20-03-2022
Time_Orderd                               18:15
Time_Order_picked                         18:25
Weather conditions                        Windy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      34.000000
Name: 8277, dtype: object
