ID                                     0x71c
Delivery_person_ID             JAPRES09DEL03
Delivery_person_Age                      NaN
Delivery_person_Ratings                  NaN
Restaurant_latitude                26.911378
Restaurant_longitude               75.789034
Delivery_location_latitude         27.001378
Delivery_location_longitude        75.879034
Order_Date                        06-03-2022
Time_Orderd                              NaN
Time_Order_picked                      19:05
Weather conditions                       Fog
Road_traffic_density                  Medium
Vehicle_condition                          0
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   35.000000
Name: 18864, dtype: object
