ID                                       0x1d52
Delivery_person_ID                MUMRES08DEL02
Delivery_person_Age                   38.000000
Delivery_person_Ratings                4.200000
Restaurant_latitude                   19.065838
Restaurant_longitude                  72.832658
Delivery_location_latitude            19.145838
Delivery_location_longitude           72.912658
Order_Date                           25-03-2022
Time_Orderd                               21:10
Time_Order_picked                         21:15
Weather conditions                   Sandstorms
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      35.000000
Name: 28289, dtype: object
