ID                                      0x479b
Delivery_person_ID             COIMBRES18DEL01
Delivery_person_Age                  24.000000
Delivery_person_Ratings               4.400000
Restaurant_latitude                  11.020910
Restaurant_longitude                 76.940432
Delivery_location_latitude           11.130910
Delivery_location_longitude          77.050432
Order_Date                          20-03-2022
Time_Orderd                              21:45
Time_Order_picked                        21:60
Weather conditions                      Cloudy
Road_traffic_density                       Jam
Vehicle_condition                            2
Type_of_order                           Drinks
Type_of_vehicle                        scooter
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     32.000000
Name: 36478, dtype: object
