ID                                    0x207a
Delivery_person_ID             SURRES11DEL01
Delivery_person_Age                31.000000
Delivery_person_Ratings             3.600000
Restaurant_latitude                21.157735
Restaurant_longitude               72.768778
Delivery_location_latitude         21.227735
Delivery_location_longitude        72.838778
Order_Date                        14-03-2022
Time_Orderd                            20:55
Time_Order_picked                      21:05
Weather conditions                     Windy
Road_traffic_density                     Jam
Vehicle_condition                          2
Type_of_order                           Meal
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   31.000000
Name: 43638, dtype: object
