ID                                      0x613f
Delivery_person_ID             COIMBRES12DEL03
Delivery_person_Age                  30.000000
Delivery_person_Ratings               4.300000
Restaurant_latitude                  11.000762
Restaurant_longitude                 76.981876
Delivery_location_latitude           11.090762
Delivery_location_longitude          77.071876
Order_Date                          10-03-2022
Time_Orderd                              21:10
Time_Order_picked                        21:15
Weather conditions                         Fog
Road_traffic_density                       Jam
Vehicle_condition                            1
Type_of_order                           Buffet
Type_of_vehicle                     motorcycle
multiple_deliveries                   2.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     38.000000
Name: 43749, dtype: object
