ID                                     0x106d
Delivery_person_ID             CHENRES02DEL02
Delivery_person_Age                       NaN
Delivery_person_Ratings                   NaN
Restaurant_latitude                 13.086438
Restaurant_longitude                80.220672
Delivery_location_latitude          13.216439
Delivery_location_longitude         80.350672
Order_Date                         04-04-2022
Time_Orderd                               NaN
Time_Order_picked                       23:25
Weather conditions                     Stormy
Road_traffic_density                      Low
Vehicle_condition                           0
Type_of_order                          Drinks
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    23.000000
Name: 25013, dtype: object
