ID                                        0x449
Delivery_person_ID                SURRES19DEL02
Delivery_person_Age                         NaN
Delivery_person_Ratings                     NaN
Restaurant_latitude                   21.149669
Restaurant_longitude                  72.772629
Delivery_location_latitude            21.199669
Delivery_location_longitude           72.822629
Order_Date                           21-03-2022
Time_Orderd                                 NaN
Time_Order_picked                         17:45
Weather conditions                          NaN
Road_traffic_density                        NaN
Vehicle_condition                             3
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      23.000000
Name: 42143, dtype: object
