ID                                    0xc072
Delivery_person_ID             KNPRES07DEL01
Delivery_person_Age                34.000000
Delivery_person_Ratings             4.800000
Restaurant_latitude               -26.472001
Restaurant_longitude               80.354002
Delivery_location_latitude         26.582001
Delivery_location_longitude        80.464002
Order_Date                        14-02-2022
Time_Orderd                            20:40
Time_Order_picked                      20:55
Weather conditions                     Sunny
Road_traffic_density                     Jam
Vehicle_condition                          2
Type_of_order                          Snack
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   16.000000
Name: 14489, dtype: object
