ID                                       0x787e
Delivery_person_ID             RANCHIRES08DEL01
Delivery_person_Age                   29.000000
Delivery_person_Ratings                4.500000
Restaurant_latitude                   23.353783
Restaurant_longitude                  85.326967
Delivery_location_latitude            23.363783
Delivery_location_longitude           85.336967
Order_Date                           30-03-2022
Time_Orderd                               10:60
Time_Order_picked                         11:10
Weather conditions                   Sandstorms
Road_traffic_density                        Low
Vehicle_condition                             1
Type_of_order                             Snack
Type_of_vehicle                         scooter
multiple_deliveries                    0.000000
Festival                                    NaN
City                              Metropolitian
Time_taken (min)                      10.000000
Name: 22737, dtype: object
