ID                                       0x405c
Delivery_person_ID             RANCHIRES20DEL02
Delivery_person_Age                   21.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   23.399250
Restaurant_longitude                  85.390464
Delivery_location_latitude            23.529250
Delivery_location_longitude           85.520464
Order_Date                           06-04-2022
Time_Orderd                               23:40
Time_Order_picked                         23:50
Weather conditions                   Sandstorms
Road_traffic_density                        Low
Vehicle_condition                             0
Type_of_order                            Drinks
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      21.000000
Name: 17554, dtype: object
