ID                                       0x764e
Delivery_person_ID              CHENRES010DEL02
Delivery_person_Age                   21.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   13.066762
Restaurant_longitude                  80.251865
Delivery_location_latitude            13.196762
Delivery_location_longitude           80.381865
Order_Date                           04-04-2022
Time_Orderd                               23:55
Time_Order_picked                         24:10
Weather conditions                       Stormy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      12.000000
Name: 16415, dtype: object
