ID                                       0x345a
Delivery_person_ID                SURRES01DEL01
Delivery_person_Age                   33.000000
Delivery_person_Ratings                5.000000
Restaurant_latitude                   21.186438
Restaurant_longitude                  72.794115
Delivery_location_latitude            21.226438
Delivery_location_longitude           72.834115
Order_Date                           30-03-2022
Time_Orderd                               13:20
Time_Order_picked                         13:30
Weather conditions                          Fog
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      29.000000
Name: 23223, dtype: object
