ID                                       0x16f9
Delivery_person_ID             RANCHIRES09DEL01
Delivery_person_Age                   22.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   23.351058
Restaurant_longitude                  85.325731
Delivery_location_latitude            23.391058
Delivery_location_longitude           85.365731
Order_Date                           13-03-2022
Time_Orderd                               16:35
Time_Order_picked                         16:45
Weather conditions                       Cloudy
Road_traffic_density                     Medium
Vehicle_condition                             1
Type_of_order                            Buffet
Type_of_vehicle                         scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      12.000000
Name: 22908, dtype: object
