ID                                       0x2d07
Delivery_person_ID               CHENRES16DEL02
Delivery_person_Age                   23.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   13.049645
Restaurant_longitude                  80.242268
Delivery_location_latitude            13.129645
Delivery_location_longitude           80.322268
Order_Date                           29-03-2022
Time_Orderd                               23:55
Time_Order_picked                         24:10
Weather conditions                       Cloudy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      22.000000
Name: 286, dtype: object
