ID                                      0x24a5
Delivery_person_ID             COIMBRES15DEL01
Delivery_person_Age                  20.000000
Delivery_person_Ratings               3.200000
Restaurant_latitude                  11.006686
Restaurant_longitude                 76.951736
Delivery_location_latitude           11.116686
Delivery_location_longitude          77.061736
Order_Date                          27-03-2022
Time_Orderd                              22:20
Time_Order_picked                        22:25
Weather conditions                       Sunny
Road_traffic_density                       Low
Vehicle_condition                            2
Type_of_order                           Buffet
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     44.000000
Name: 33202, dtype: object
