ID                                       0x58f7
Delivery_person_ID                HYDRES07DEL01
Delivery_person_Age                   22.000000
Delivery_person_Ratings                3.300000
Restaurant_latitude                   17.424114
Restaurant_longitude                  78.347554
Delivery_location_latitude            17.494114
Delivery_location_longitude           78.417554
Order_Date                           31-03-2022
Time_Orderd                               22:25
Time_Order_picked                         22:40
Weather conditions                        Sunny
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      31.000000
Name: 15382, dtype: object
