ID                                       0x9119
Delivery_person_ID             RANCHIRES17DEL02
Delivery_person_Age                   21.000000
Delivery_person_Ratings                4.000000
Restaurant_latitude                   23.374878
Restaurant_longitude                  85.335739
Delivery_location_latitude            23.504878
Delivery_location_longitude           85.465739
Order_Date                           16-03-2022
Time_Orderd                               17:10
Time_Order_picked                         17:25
Weather conditions                          Fog
Road_traffic_density                     Medium
Vehicle_condition                             1
Type_of_order                             Snack
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      36.000000
Name: 34766, dtype: object
