ID                                      0x68a7
Delivery_person_ID             COIMBRES19DEL01
Delivery_person_Age                  31.000000
Delivery_person_Ratings               4.600000
Restaurant_latitude                  11.022298
Restaurant_longitude                 76.998349
Delivery_location_latitude           11.092298
Delivery_location_longitude          77.068349
Order_Date                          12-03-2022
Time_Orderd                              22:30
Time_Order_picked                        22:40
Weather conditions                      Stormy
Road_traffic_density                       Low
Vehicle_condition                            1
Type_of_order                             Meal
Type_of_vehicle                        scooter
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     22.000000
Name: 38085, dtype: object
