ID                                    0x964d
Delivery_person_ID             SURRES02DEL01
Delivery_person_Age                34.000000
Delivery_person_Ratings             5.000000
Restaurant_latitude                21.186608
Restaurant_longitude               72.794136
Delivery_location_latitude         21.226608
Delivery_location_longitude        72.834136
Order_Date                        05-03-2022
Time_Orderd                            15:30
Time_Order_picked                      15:35
Weather conditions                       Fog
Road_traffic_density                  Medium
Vehicle_condition                          1
Type_of_order                          Snack
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   15.000000
Name: 36509, dtype: object
