ID                                    0xcd95
Delivery_person_ID             KOCRES11DEL02
Delivery_person_Age                20.000000
Delivery_person_Ratings             3.700000
Restaurant_latitude                10.006881
Restaurant_longitude               76.345397
Delivery_location_latitude         10.056881
Delivery_location_longitude        76.395397
Order_Date                        15-02-2022
Time_Orderd                            19:10
Time_Order_picked                      19:15
Weather conditions                     Sunny
Road_traffic_density                     Jam
Vehicle_condition                          0
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   47.000000
Name: 23590, dtype: object
