ID                                    0xe218
Delivery_person_ID             GOARES01DEL02
Delivery_person_Age                21.000000
Delivery_person_Ratings             4.600000
Restaurant_latitude                15.576683
Restaurant_longitude               73.755750
Delivery_location_latitude         15.596683
Delivery_location_longitude        73.775750
Order_Date                        17-02-2022
Time_Orderd                             8:55
Time_Order_picked                       9:10
Weather conditions                    Cloudy
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                         Buffet
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   24.000000
Name: 7851, dtype: object
