ID                                    0x996c
Delivery_person_ID             SURRES19DEL03
Delivery_person_Age                31.000000
Delivery_person_Ratings             4.000000
Restaurant_latitude                21.149669
Restaurant_longitude               72.772629
Delivery_location_latitude         21.179669
Delivery_location_longitude        72.802629
Order_Date                        01-04-2022
Time_Orderd                            22:15
Time_Order_picked                      22:20
Weather conditions                    Stormy
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   30.000000
Name: 13228, dtype: object
