ID                                        0xb26
Delivery_person_ID             RANCHIRES01DEL01
Delivery_person_Age                   35.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   23.416792
Restaurant_longitude                  85.316842
Delivery_location_latitude            23.426792
Delivery_location_longitude           85.326842
Order_Date                           19-03-2022
Time_Orderd                               11:55
Time_Order_picked                         11:60
Weather conditions                          Fog
Road_traffic_density                       High
Vehicle_condition                             0
Type_of_order                            Drinks
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      25.000000
Name: 26661, dtype: object
