ID                                      0x4a7
Delivery_person_ID             CHENRES08DEL03
Delivery_person_Age                       NaN
Delivery_person_Ratings                   NaN
Restaurant_latitude                -13.022394
Restaurant_longitude               -80.242439
Delivery_location_latitude          13.052394
Delivery_location_longitude         80.272439
Order_Date                         05-03-2022
Time_Orderd                               NaN
Time_Order_picked                       21:50
Weather conditions                        NaN
Road_traffic_density                      NaN
Vehicle_condition                           3
Type_of_order                          Drinks
Type_of_vehicle                       bicycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    29.000000
Name: 39512, dtype: object
