ID                                      0x9c10
Delivery_person_ID             COIMBRES01DEL02
Delivery_person_Age                  30.000000
Delivery_person_Ratings               5.000000
Restaurant_latitude                  11.016298
Restaurant_longitude                 76.972076
Delivery_location_latitude           11.036298
Delivery_location_longitude          76.992076
Order_Date                          17-03-2022
Time_Orderd                               8:40
Time_Order_picked                         8:50
Weather conditions                      Stormy
Road_traffic_density                       Low
Vehicle_condition                            1
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     21.000000
Name: 45465, dtype: object
