ID                                       0x96f6
Delivery_person_ID                SURRES03DEL01
Delivery_person_Age                   38.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   21.186884
Restaurant_longitude                  72.793616
Delivery_location_latitude            21.226884
Delivery_location_longitude           72.833616
Order_Date                           05-03-2022
Time_Orderd                               14:50
Time_Order_picked                         15:05
Weather conditions                       Cloudy
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      28.000000
Name: 28659, dtype: object
