ID                                       0x1e94
Delivery_person_ID                MYSRES04DEL02
Delivery_person_Age                   34.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   12.308500
Restaurant_longitude                  76.665808
Delivery_location_latitude            12.328500
Delivery_location_longitude           76.685808
Order_Date                           05-04-2022
Time_Orderd                               10:10
Time_Order_picked                         10:20
Weather conditions                       Cloudy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      18.000000
Name: 38713, dtype: object
