ID                                       0x4a13
Delivery_person_ID             RANCHIRES12DEL01
Delivery_person_Age                       39.00
Delivery_person_Ratings                    4.60
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.01
Delivery_location_longitude                0.01
Order_Date                           26-03-2022
Time_Orderd                               10:30
Time_Order_picked                         10:45
Weather conditions                       Stormy
Road_traffic_density                        Low
Vehicle_condition                             1
Type_of_order                            Buffet
Type_of_vehicle                      motorcycle
multiple_deliveries                        1.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          23.00
Name: 1495, dtype: object
