ID                                       0xc972
Delivery_person_ID                AGRRES04DEL02
Delivery_person_Age                   34.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   27.195928
Restaurant_longitude                  77.998092
Delivery_location_latitude            27.275928
Delivery_location_longitude           78.078092
Order_Date                           12-02-2022
Time_Orderd                               17:25
Time_Order_picked                         17:40
Weather conditions                          Fog
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      38.000000
Name: 21909, dtype: object
