ID                                       0x880d
Delivery_person_ID                VADRES20DEL02
Delivery_person_Age                   20.000000
Delivery_person_Ratings                4.500000
Restaurant_latitude                   22.311358
Restaurant_longitude                  73.164798
Delivery_location_latitude            22.441358
Delivery_location_longitude           73.294798
Order_Date                           12-03-2022
Time_Orderd                               23:60
Time_Order_picked                         24:15
Weather conditions                       Stormy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      17.000000
Name: 12149, dtype: object
